id,year,wave,region,income,family_member,gender,year_born,education_level,marriage,religion,occupation,company_size
5310101,2008,4,Seoul,1221,3,Male,1943,High school,1,Do not have, , 
5310101,2009,5,Seoul,2711,3,Male,1943,High school,1,Do not have, , 
5310101,2010,6,Seoul,5817,3,Male,1943,High school,1,Do not have, , 
5310101,2011,7,Seoul,5985,3,Male,1943,High school,1,Do not have, , 
5310101,2012,8,Seoul,6485,3,Male,1943,High school,1,Do not have, , 
5310101,2013,9,Seoul,6566,3,Male,1943,High school,1,Do not have, , 
5310101,2014,10,Seoul,883,2,Male,1943,High school,1,Do not have, , 
5310101,2015,11,Seoul,1919,2,Male,1943,High school,1,Do not have, , 
5310101,2016,12,Seoul,2032,2,Male,1943,High school,1,Do not have, , 
5310101,2017,13,Seoul,2159,2,Male,1943,High school,1,Do not have, , 
5310101,2018,14,Seoul,2029,2,Male,1943,High school,1,Do not have, , 
5320101,2005,1,Seoul,2044,2,Male,1940,College,1,Have religion,912,1
5320101,2006,2,Seoul,3206,2,Male,1940,College,1,Have religion,912,2
5320101,2007,3,Seoul,5265,2,Male,1940,College,1,Have religion,912,1
5320101,2008,4,Seoul,2511,2,Male,1940,College,1,Have religion,139,3
5320101,2009,5,Seoul,2940,2,Male,1940,College,1,Have religion,314,1
5320101,2010,6,Seoul,6255,2,Male,1940,College,1,Have religion, , 
5320101,2011,7,Seoul,4439,2,Male,1940,College,1,Have religion, , 
5320101,2012,8,Seoul,4711,2,Male,1940,College,1,Have religion, , 
5320101,2013,9,Seoul,4833,2,Male,1940,College,1,Have religion, , 
5320101,2014,10,Seoul,4739,2,Male,1940,College,1,Have religion, , 
5320101,2015,11,Seoul,4798,2,Male,1940,College,1,Have religion, , 
5320101,2016,12,Seoul,4735,2,Male,1940,College,1,Do not have, , 
5320101,2017,13,Seoul,5099,2,Male,1940,College,1,Have religion, , 
5320101,2018,14,Seoul,5200,2,Male,1940,College,1,Have religion, , 
5330101,2005,1,Seoul,1920,1,Female,1947,Middle school,4,Have religion,911,1
5330101,2006,2,Seoul,1152,1,Female,1947,Middle school,4,Have religion,911,2
5330101,2007,3,Seoul,1130,1,Female,1947,Middle school,4,Have religion,911,1
5330101,2008,4,Seoul,1306,1,Female,1947,Middle school,4,Have religion, , 
5330101,2009,5,Seoul,977,1,Female,1947,Middle school,1,Have religion, , 
5330101,2010,6,Seoul,720,1,Female,1947,Middle school,4,Have religion,442,1
5330101,2011,7,Seoul,1018,1,Female,1947,Middle school,4,Do not have,442,1
5330101,2012,8,Seoul,1248,1,Female,1947,Middle school,3,Do not have,442,1
5330101,2013,9,Seoul,1146,1,Female,1947,Middle school,3,Have religion,442,1
5330101,2014,10,Jeolla & Jeju,1104,1,Female,1947,Middle school,3,Do not have, , 
5330101,2015,11,Jeolla & Jeju,663,1,Female,1947,Middle school,3,Do not have,952,4
5330101,2016,12,Jeolla & Jeju,2492,2,Female,1947,Middle school,3,Do not have,941,4
5330101,2017,13,Jeolla & Jeju,1973,2,Female,1947,Middle school,3,Do not have,153,3
5330101,2018,14,Jeolla & Jeju,1931,2,Female,1947,Middle school,3,Do not have,153,3
5340101,2005,1,Seoul,1693,2,Female,1954,Elementary,2,Do not have, , 
5340101,2006,2,Seoul,2086,2,Female,1954,Elementary,2,Do not have, , 
5340101,2007,3,Seoul,2451,2,Female,1954,Elementary,2,Do not have, , 
5340101,2008,4,Seoul,433,2,Female,1954,Elementary,2,Do not have, , 
5340101,2009,5,Seoul,1505,2,Female,1954,Elementary,2,Do not have, , 
5340101,2010,6,Seoul,242,1,Female,1954,Elementary,2,Do not have, , 
5340101,2011,7,Seoul,726,1,Female,1954,Elementary,2,Do not have, , 
5340101,2012,8,Seoul,1383,1,Female,1954,Elementary,2,Do not have, , 
5340101,2013,9,Seoul,766,1,Female,1954,Elementary,2,Do not have, , 
5340101,2014,10,Seoul,646,1,Female,1954,Elementary,2,Do not have, , 
5340101,2015,11,Seoul,940,1,Female,1954,Elementary,2,Do not have, , 
5340101,2016,12,Seoul,1407,1,Female,1954,Elementary,2,Do not have, , 
5340101,2017,13,Seoul,784,1,Female,1954,Elementary,2,Do not have, , 
5340101,2018,14,Seoul,1013,1,Female,1954,Elementary,2,Do not have, , 
5350101,2005,1,Seoul,2360,3,Male,1942,High school,1,Have religion,712,1
5350101,2006,2,Seoul,3682,3,Male,1942,High school,1,Have religion,712,1
5350101,2007,3,Seoul,2639,3,Male,1942,High school,1,Have religion, , 
5350101,2008,4,Seoul,3646,3,Male,1942,High school,1,Have religion, , 
5350101,2009,5,Seoul,3506,3,Male,1942,High school,1,Do not have, , 
5350101,2010,6,Seoul,5695,3,Male,1942,High school,1,Do not have, , 
5350101,2011,7,Seoul,2515,2,Male,1942,High school,1,Do not have, , 
5350101,2012,8,Seoul,2715,2,Male,1942,High school,1,Do not have, , 
5350101,2013,9,Seoul,2360,2,Male,1942,High school,1,Do not have, , 
5350101,2014,10,Seoul,3053,2,Male,1942,High school,1,Do not have, , 
5350101,2015,11,Seoul,2808,2,Male,1942,High school,1,Do not have,951,1
5350101,2016,12,Seoul,3562,2,Male,1942,High school,1,Do not have,951,1
5350101,2017,13,Seoul,2624,2,Male,1942,High school,1,Do not have,951,1
5350101,2018,14,Seoul,3259,2,Male,1942,High school,1,Do not have,951,1
5350701,2011,7,Seoul,3468,2,Male,1975,High school,1,Have religion,930,3
5350701,2012,8,Seoul,3748,3,Male,1975,High school,1,Have religion,930,2
5350701,2013,9,Seoul,4230,3,Male,1975,High school,1,Have religion,313,3
5350701,2014,10,Seoul,4844,4,Male,1975,High school,1,Have religion,274,3
5350701,2015,11,Seoul,4287,4,Male,1975,High school,1,Have religion,274,4
5350701,2016,12,Seoul,4434,4,Male,1975,High school,1,Have religion,274,3
5350701,2017,13,Seoul,4726,4,Male,1975,High school,1,Have religion,274,4
5350701,2018,14,Seoul,4793,5,Male,1975,High school,1,Have religion,232,4
5360101,2005,1,Seoul,2635,3,Male,1978,High school,1,Do not have,915,1
5370101,2005,1,Seoul,2100,3,Male,1949,High school,1,Do not have,941,2
5370101,2006,2,Seoul,3990,3,Male,1949,High school,1,Do not have,712,9
5380101,2005,1,Seoul,5646,4,Male,1956,Middle school,1,Have religion,416,1
5380101,2006,2,Seoul,7878,4,Male,1956,Middle school,1,Do not have,415,1
5380101,2007,3,Seoul,6522,3,Male,1956,Middle school,1,Do not have,415,1
5390101,2005,1,Seoul,1174,1,Female,1944,Elementary,3,Have religion,911,1
5390101,2006,2,Seoul,480,1,Female,1944,Elementary,3,Do not have,911,4
5390101,2007,3,Seoul,729,1,Female,1944,Elementary,3,Have religion,911,4
5390101,2008,4,Seoul,557,1,Female,1944,Elementary,3,Do not have, , 
5390101,2009,5,Seoul,777,1,Female,1944,Elementary,3,Have religion, , 
5390101,2010,6,Seoul,151,1,Female,1944,Elementary,3,Do not have, , 
5390101,2011,7,Seoul,454,1,Female,1944,Elementary,3,Have religion,442,5
5390101,2012,8,Seoul,843,1,Female,1944,Elementary,3,Have religion,442,1
5390101,2013,9,Seoul,852,1,Female,1944,Elementary,3,Have religion,442,1
5390101,2014,10,Seoul,191,1,Female,1944,Elementary,3,Have religion, , 
5390101,2015,11,Seoul,245,1,Female,1944,Elementary,3,Have religion, , 
5390101,2016,12,Seoul,692,1,Female,1944,Elementary,3,Have religion, , 
5390101,2017,13,Seoul,711,1,Female,1944,Elementary,3,Have religion, , 
5390101,2018,14,Seoul,883,1,Female,1944,Elementary,3,Have religion, , 
5400101,2005,1,Seoul,2770,3,Male,1957,High school,1,Have religion,842,4
5400101,2006,2,Seoul,3630,3,Male,1957,High school,1,Have religion,842,7
5400101,2007,3,Seoul,4193,3,Male,1957,High school,1,Have religion,842,7
5400101,2008,4,Seoul,5240,3,Male,1957,High school,1,Have religion,942,2
5410101,2005,1,Seoul,2439,4,Male,1970,High school,1,Have religion,311,10
5420101,2005,1,Seoul,4338,4,Male,1974,High school,1,Have religion,512,1
5420101,2006,2,Seoul,3870,4,Male,1974,High school,1,Have religion,512,1
5420101,2007,3,Seoul,2665,4,Male,1974,High school,1,Have religion,512,1
5420101,2008,4,Seoul,4589,5,Male,1974,High school,1,Have religion,510,2
5420101,2009,5,Seoul,5407,5,Male,1974,High school,1,Have religion,510,1
5420101,2010,6,Seoul,5986,5,Male,1974,High school,1,Have religion,510,1
5420101,2011,7,Seoul,9199,5,Male,1974,High school,1,Have religion,510,1
5430101,2005,1,Seoul,526,1,Female,1935,No education (7 & over 7 yrs-old),4,Do not have,911,3
5430101,2006,2,Seoul,532,1,Female,1935,No education (7 & over 7 yrs-old),2,Do not have,911,4
5430101,2007,3,Seoul,691,1,Female,1935,No education (7 & over 7 yrs-old),2,Do not have, , 
5430101,2008,4,Seoul,633,1,Female,1935,No education (7 & over 7 yrs-old),2,Do not have, , 
5430101,2009,5,Seoul,1001,1,Female,1935,No education (7 & over 7 yrs-old),2,Do not have, , 
5430101,2010,6,Seoul,1053,1,Female,1935,No education (7 & over 7 yrs-old),2,Do not have, , 
5430101,2011,7,Seoul,519,1,Female,1935,No education (7 & over 7 yrs-old),2,Do not have, , 
5430101,2012,8,Seoul,903,1,Female,1935,No education (7 & over 7 yrs-old),2,Do not have, , 
5430101,2013,9,Seoul,493,1,Female,1935,No education (7 & over 7 yrs-old),2,Do not have, , 
5430101,2014,10,Seoul,600,1,Female,1935,No education (7 & over 7 yrs-old),2,Do not have, , 
5430101,2015,11,Seoul,766,1,Female,1935,No education (7 & over 7 yrs-old),2,Do not have, , 
5430101,2016,12,Kyeong-gi,823,1,Female,1935,No education (7 & over 7 yrs-old),2,Do not have, , 
5430101,2017,13,Kyeong-gi,716,1,Female,1935,No education (7 & over 7 yrs-old),2,Do not have, , 
5430101,2018,14,Kyeong-gi,634,1,Female,1935,No education (7 & over 7 yrs-old),2,Have religion, , 
5440101,2005,1,Seoul,688,2,Male,1929,Middle school,1,Do not have, , 
5440101,2006,2,Seoul,1062,2,Male,1929,Middle school,1,Have religion, , 
5440101,2007,3,Seoul,639,2,Male,1929,Middle school,1,Have religion, , 
5440101,2008,4,Seoul,1009,2,Male,1929,Middle school,1,Do not have, , 
5440101,2009,5,Seoul,1247,2,Male,1929,Middle school,1,Do not have, , 
5440101,2010,6,Seoul,1212,2,Male,1929,Middle school,1,Have religion, , 
5440101,2011,7,Seoul,1232,2,Male,1929,Middle school,1,Have religion, , 
5440101,2012,8,Seoul,1354,2,Male,1929,Middle school,1,Have religion, , 
5440101,2013,9,Seoul,1253,2,Male,1929,Middle school,1,Have religion, , 
5440101,2014,10,Seoul,1104,2,Female,1936,Middle school,1,Have religion, , 
5440101,2015,11,Seoul,1565,2,Female,1936,Middle school,1,Have religion, , 
5440101,2016,12,Seoul,1601,2,Female,1936,Middle school,2,Have religion, , 
5440101,2017,13,Seoul,964,1,Female,1936,Middle school,2,Have religion, , 
5440101,2018,14,Seoul,1141,1,Female,1936,Middle school,2,Have religion, , 
5450101,2005,1,Seoul,1696,4,Male,1950,Middle school,1,Have religion,753,1
5450101,2006,2,Seoul,3514,4,Male,1950,Middle school,1,Have religion,753,1
5460101,2005,1,Seoul,248,1,Female,1959,Elementary,3,Have religion, , 
5460101,2006,2,Seoul,322,1,Female,1959,Elementary,3,Have religion,422,1
5460101,2007,3,Seoul,3475,2,Female,1959,Elementary,3,Have religion,911,1
5460101,2008,4,Seoul,3984,2,Female,1959,Elementary,3,Have religion,951,1
5460101,2009,5,Seoul,1626,1,Female,1959,Elementary,3,Have religion,952,1
5460101,2010,6,Seoul,1736,1,Female,1959,High school,3,Have religion,952,1
5460101,2011,7,Seoul,1858,1,Female,1959,High school,3,Have religion,952,1
5460101,2012,8,Jeolla & Jeju,1166,2,Female,1959,High school,3,Have religion,421,3
5460101,2016,12,Jeolla & Jeju,1352,2,Female,1959,High school,3,Have religion,421,4
5460101,2017,13,Jeolla & Jeju,1098,2,Female,1959,High school,3,Do not have,421,3
5460101,2018,14,Jeolla & Jeju,1097,1,Female,1959,High school,3,Have religion,421,3
5470101,2005,1,Seoul,586,2,Male,1945,Elementary,1,Do not have, , 
5470101,2006,2,Seoul,1492,2,Male,1945,Elementary,1,Do not have,513,1
5470101,2007,3,Seoul,1995,2,Male,1945,Elementary,1,Have religion,513,1
5470101,2008,4,Seoul,2697,2,Male,1945,Elementary,1,Do not have,530,1
5470101,2009,5,Seoul,2511,2,Male,1945,Elementary,1,Have religion,530,1
5470101,2010,6,Seoul,2968,2,Male,1945,Elementary,1,Do not have,530,1
5470101,2011,7,Seoul,3039,2,Male,1945,Elementary,1,Have religion,530,1
5470101,2012,8,Seoul,5945,2,Male,1945,Elementary,1,Have religion,530,1
5470101,2013,9,Seoul,4594,2,Male,1945,Elementary,1,Do not have,522,1
5470101,2014,10,Seoul,2323,2,Male,1945,Elementary,1,Do not have,530,1
5470101,2015,11,Seoul,2644,2,Male,1945,Elementary,1,Do not have,530,1
5470101,2016,12,Seoul,3247,2,Male,1945,Elementary,1,Do not have,530,1
5470101,2017,13,Seoul,2983,2,Male,1945,Elementary,1,Do not have,941,1
5470101,2018,14,Seoul,2411,2,Male,1945,Elementary,1,Do not have,941,1
5480101,2005,1,Seoul,4793,4,Male,1969,University degree,1,Have religion,220,1
5480101,2006,2,Seoul,3292,4,Male,1969,University degree,1,Do not have,913,1
5480101,2007,3,Seoul,3732,4,Male,1969,University degree,1,Have religion,913,1
5480101,2008,4,Seoul,3305,4,Male,1969,University degree,1,Have religion,922,1
5490101,2005,1,Seoul,2442,4,Male,1955,High school,1,Have religion,712,2
5490101,2006,2,Seoul,2534,4,Male,1955,High school,1,Do not have,743,2
5490101,2007,3,Seoul,2272,4,Male,1955,High school,1,Do not have,743,1
5490101,2008,4,Seoul,5409,3,Male,1955,High school,1,Do not have,772,2
5490101,2009,5,Seoul,5690,3,Male,1955,High school,1,Do not have,772,1
5490101,2010,6,Seoul,5240,3,Male,1955,High school,1,Do not have,772,4
5490101,2011,7,Seoul,8391,4,Male,1955,High school,1,Do not have,772,2
5490101,2012,8,Seoul,7709,4,Male,1955,High school,1,Have religion,772,2
5500101,2005,1,Seoul,3940,2,Male,1963,High school,1,Do not have,842,1
5500101,2006,2,Seoul,4100,2,Male,1963,High school,1,Do not have,842,1
5500101,2007,3,Seoul,3052,2,Male,1963,High school,1,Have religion,842,1
5500101,2008,4,Kyeong-gi,4163,2,Male,1963,High school,1,Have religion,873,1
5500101,2009,5,Kyeong-gi,3971,2,Male,1963,High school,1,Do not have,882,1
5500101,2010,6,Kyeong-gi,4925,2,Male,1963,High school,1,Have religion,882,1
5500101,2011,7,Kyeong-gi,4045,2,Male,1963,High school,1,Have religion,882,1
5500101,2012,8,Kyeong-gi,4859,2,Male,1963,High school,1,Do not have,772,3
5500101,2013,9,Seoul,4881,2,Male,1963,High school,1,Have religion,772,7
5500101,2014,10,Seoul,9122,2,Male,1963,High school,1,Have religion,873,1
5500101,2015,11,Seoul,6752,2,Male,1963,High school,1,Have religion,873,1
5500101,2016,12,Seoul,4211,2,Male,1963,High school,1,Have religion,873,1
5500101,2017,13,Seoul,8043,2,Male,1963,High school,1,Have religion,873,1
5500101,2018,14,Seoul,8486,2,Male,1963,High school,1,Have religion,873,1
5510101,2005,1,Seoul,2369,4,Male,1955,University degree,1,Have religion, , 
5510101,2006,2,Seoul,2864,4,Male,1955,University degree,1,Have religion,317,2
5510101,2007,3,Seoul,2820,4,Male,1955,University degree,1,Have religion,317,10
5510101,2008,4,Seoul,3557,4,Male,1955,University degree,1,Have religion,910,3
5510101,2009,5,Seoul,3552,4,Male,1955,University degree,1,Have religion,313,3
5510101,2010,6,Seoul,5147,4,Male,1955,University degree,1,Have religion,313,2
5510101,2011,7,Seoul,5441,4,Male,1955,University degree,1,Have religion,313,1
5510101,2012,8,Seoul,6494,4,Male,1955,University degree,1,Have religion, , 
5510101,2013,9,Seoul,3507,3,Male,1955,University degree,1,Do not have,510,7
5510101,2014,10,Seoul,4766,3,Male,1955,University degree,1,Have religion,510,3
5510101,2015,11,Jeolla & Jeju,5150,3,Male,1955,University degree,1,Have religion,313,2
5510101,2016,12,Seoul,5558,3,Male,1955,University degree,1,Have religion,431,3
5510101,2017,13,Jeolla & Jeju,6092,3,Male,1955,University degree,1,Have religion,314,2
5510101,2018,14,Seoul,6962,3,Male,1955,University degree,1,Do not have, , 
5510902,2013,9,Seoul,4896,2,Male,1981,University degree,1,Have religion,312,7
5510902,2014,10,Seoul,6000,2,Male,1981,University degree,1,Have religion,312,7
5510902,2015,11,Jeolla & Jeju,6920,2,Male,1981,University degree,1,Have religion,312,7
5510902,2016,12,Seoul,10861,2,Male,1981,University degree,1,Have religion,312,7
5510902,2017,13,Jeolla & Jeju,10717,3,Male,1981,University degree,1,Have religion,312,7
5510902,2018,14,Seoul,17314.9,3,Male,1981,University degree,1,Have religion,312,7
5520101,2005,1,Seoul,4865,3,Male,1956,Middle school,1,Do not have,914,11
5520101,2006,2,Seoul,4009,2,Male,1956,Middle school,1,Do not have,914,10
5520101,2007,3,Seoul,4147,2,Male,1956,Middle school,1,Do not have,842,10
5520101,2008,4,Seoul,4380,2,Male,1956,Middle school,1,Do not have,873,10
5520101,2009,5,Seoul,5000,2,Male,1956,Middle school,1,Do not have,873,10
5520101,2010,6,Seoul,6097,2,Male,1956,Middle school,1,Do not have,873,10
5520101,2011,7,Seoul,5145,2,Male,1956,Middle school,1,Do not have,873,10
5520101,2012,8,Seoul,5422,2,Male,1956,Middle school,1,Do not have,873,10
5520101,2013,9,Seoul,8493,3,Male,1956,Middle school,1,Do not have,873,10
5520101,2014,10,Seoul,6125,3,Male,1956,Middle school,1,Do not have,873,10
5520101,2015,11,Seoul,5050,1,Male,1956,Middle school,3,Do not have,873,10
5520101,2016,12,Seoul,6065,1,Male,1956,Middle school,4,Do not have,873,10
5520101,2017,13,Chung-nam,1872,1,Male,1956,Middle school,1,Do not have, , 
5520101,2018,14,Chung-nam,1954,1,Male,1956,Middle school,1,Do not have, , 
5520201,2006,2,Seoul,3220,2,Male,1978,High school,1,Do not have, , 
5520201,2007,3,Seoul,4893,2,Male,1978,High school,1,Do not have,512,1
5520201,2008,4,Seoul,8555,3,Male,1978,High school,1,Do not have,521,1
5520201,2009,5,Seoul,4595,2,Male,1978,High school,1,Do not have,521,1
5530101,2005,1,Seoul,9059,4,Male,1954,MA,1,Have religion,152,9
5530101,2006,2,Seoul,8584,4,Male,1954,MA,1,Have religion,152,7
5530101,2007,3,Seoul,9042,4,Male,1954,MA,1,Have religion,152,10
5530101,2008,4,Kyeong-gi,10005,4,Male,1954,MA,1,Have religion,252,7
5530101,2009,5,Kyeong-gi,10230,4,Male,1954,MA,1,Have religion,252,10
5530101,2010,6,Kyeong-gi,10412,4,Male,1954,MA,1,Have religion,252,7
5530101,2011,7,Kyeong-gi,10031,4,Male,1954,MA,1,Have religion,252,5
5530101,2012,8,Kyeong-gi,9565,4,Male,1954,MA,1,Have religion,252,8
5530101,2013,9,Kyeong-gi,3359,2,Female,1960,University degree,2,Have religion, , 
5530101,2014,10,Kyeong-gi,2796,1,Female,1960,University degree,2,Have religion, , 
5540101,2005,1,Seoul,3814,4,Male,1970,High school,1,Have religion,731,2
5540101,2006,2,Seoul,4096,4,Male,1970,High school,1,Have religion,731,2
5540101,2007,3,Seoul,5056,4,Male,1970,High school,1,Have religion,731,2
5540101,2008,4,Seoul,4435,4,Male,1970,High school,1,Do not have,751,2
5540101,2009,5,Seoul,5739,4,Male,1970,High school,1,Have religion, , 
5540101,2010,6,Seoul,7583,4,Male,1970,High school,1,Have religion,751,2
5540101,2011,7,Chung-nam,3159,4,Male,1970,High school,1,Have religion, , 
5540101,2012,8,Chung-nam,6364,4,Male,1970,High school,1,Have religion,751,1
5540101,2013,9,Chung-nam,10183,4,Male,1970,High school,1,Have religion,751,1
5540101,2014,10,Chung-nam,18003,4,Male,1970,High school,1,Have religion,751,1
5540101,2015,11,Chung-nam,8351,4,Male,1970,High school,1,Have religion,751,1
5540101,2016,12,Chung-nam,9173,4,Male,1970,High school,1,Have religion,751,1
5550101,2005,1,Seoul,1119,2,Female,1966,Middle school,4,Do not have,911,1
5550101,2006,2,Seoul,1207,2,Female,1966,Middle school,4,Do not have,914,11
5550101,2007,3,Seoul,1506,2,Female,1966,Middle school,4,Do not have,911,3
5550101,2008,4,Seoul,2162,3,Female,1966,Middle school,4,Have religion, , 
5550101,2009,5,Seoul,2713,2,Female,1966,Middle school,4,Have religion,941,1
5560101,2005,1,Seoul,2309,2,Male,1939,University degree,1,Do not have, , 
5560101,2006,2,Seoul,2705,2,Male,1939,University degree,1,Have religion, , 
5560101,2007,3,Seoul,2432,2,Male,1939,University degree,1,Do not have, , 
5560101,2008,4,Seoul,2711,2,Male,1939,University degree,1,Have religion, , 
5560101,2009,5,Seoul,1743,2,Male,1939,University degree,1,Do not have, , 
5570101,2005,1,Seoul,2183,3,Male,1946,High school,1,Have religion, , 
5570101,2006,2,Seoul,1742,3,Male,1946,High school,1,Do not have, , 
5570101,2007,3,Seoul,2590,3,Male,1946,High school,1,Have religion, , 
5570101,2008,4,Seoul,394,3,Male,1977,College,5,Have religion, , 
5580101,2005,1,Seoul,4317,4,Male,1942,High school,1,Have religion,182,1
5580101,2006,2,Seoul,4968,4,Male,1942,High school,1,Have religion,821,1
5580101,2007,3,Seoul,3841,4,Male,1942,High school,1,Have religion,821,1
5580101,2008,4,Kyeong-gi,5911,4,Male,1942,High school,1,Have religion,284,1
5580101,2009,5,Seoul,4248,4,Male,1942,High school,1,Have religion, , 
5580101,2010,6,Seoul,1986,3,Male,1942,High school,1,Have religion, , 
5580101,2011,7,Seoul,1502,3,Male,1942,High school,1,Have religion, , 
5580101,2012,8,Seoul,2550,3,Female,1940,Elementary,1,Have religion, , 
5580101,2013,9,Seoul,997,2,Female,1940,Elementary,2,Have religion, , 
5580101,2014,10,Seoul,1329,2,Female,1940,Elementary,2,Have religion, , 
5580101,2015,11,Seoul,1331,2,Female,1940,Elementary,2,Have religion, , 
5580101,2016,12,Seoul,1232,2,Female,1940,Elementary,2,Have religion, , 
5580101,2017,13,Seoul,1521,2,Female,1940,Elementary,2,Have religion, , 
5580101,2018,14,Seoul,1439,2,Female,1940,Elementary,2,Have religion, , 
5590101,2005,1,Seoul,2103,4,Male,1969,High school,3,Have religion,842,6
5590101,2006,2,Seoul,3585,4,Male,1969,High school,3,Have religion,842,6
5590101,2007,3,Seoul,1384,3,Male,1936,Elementary,1,Have religion, , 
5590101,2008,4,Seoul,1402,3,Male,1936,Elementary,1,Have religion, , 
5590101,2009,5,Seoul,2236,3,Male,1936,Elementary,1,Have religion, , 
5590101,2010,6,Seoul,1607,3,Male,1936,Elementary,1,Have religion, , 
5590101,2011,7,Seoul,1390,3,Male,1936,Elementary,1,Have religion, , 
5590101,2012,8,Seoul,1678,3,Male,1936,Elementary,1,Have religion, , 
5590101,2013,9,Seoul,1879,3,Male,1936,Elementary,1,Have religion, , 
5590101,2014,10,Seoul,1820,3,Male,1936,Elementary,1,Have religion, , 
5590101,2015,11,Seoul,2744,3,Male,1936,Elementary,1,Have religion, , 
5590101,2016,12,Kyeong-gi,955,3,Male,1936,Elementary,1,Do not have, , 
5590101,2017,13,Jeolla & Jeju,932,2,Male,1936,Elementary,1,Do not have, , 
5590101,2018,14,Jeolla & Jeju,706,1,Female,1939,No education (7 & over 7 yrs-old),2,Have religion, , 
5600101,2005,1,Seoul,1960,4,Male,1943,Elementary,1,Have religion, , 
5610101,2005,1,Seoul,1124,4,Female,1962,Middle school,3,Have religion,744,7
5610101,2006,2,Seoul,2488,4,Female,1962,Middle school,3,Have religion,744,3
5610101,2007,3,Seoul,2931,4,Female,1962,Middle school,3,Have religion,744,3
5610101,2008,4,Kyeong-gi,3842,4,Female,1962,Middle school,3,Do not have,892,4
5610101,2009,5,Kyeong-gi,2612,3,Female,1962,Middle school,3,Have religion,892,5
5610101,2010,6,Kyeong-gi,2475,3,Female,1962,Middle school,3,Have religion,892,3
5610101,2011,7,Kyeong-gi,1739,3,Female,1962,Middle school,3,Have religion,892,5
5610101,2012,8,Kyeong-gi,4238,3,Female,1962,Middle school,3,Have religion,892,3
5610101,2013,9,Kyeong-gi,2565,2,Female,1962,Middle school,3,Have religion,892,4
5620101,2005,1,Seoul,2814,2,Female,1930,Elementary,2,Have religion, , 
5620101,2006,2,Seoul,884,2,Female,1930,Elementary,2,Have religion, , 
5620101,2007,3,Seoul,926,2,Female,1930,Elementary,2,Have religion, , 
5620101,2008,4,Seoul,766,1,Female,1930,Elementary,2,Do not have, , 
5620101,2009,5,Seoul,807,1,Female,1930,Elementary,2,Do not have, , 
5620101,2010,6,Seoul,567,1,Female,1930,Elementary,2,Do not have, , 
5620101,2011,7,Seoul,999,1,Female,1930,Elementary,2,Do not have, , 
5620101,2012,8,Seoul,853,1,Female,1930,Elementary,2,Have religion, , 
5630101,2005,1,Seoul,1422,2,Female,1976,University degree,5,Have religion,111,7
5630101,2006,2,Seoul,2236,2,Female,1976,University degree,5,Have religion,111,8
5630101,2007,3,Seoul,3070,2,Female,1976,College,5,Have religion,111,9
5630101,2008,4,Seoul,3464,2,Female,1976,College,5,Have religion,314,10
5630101,2009,5,Seoul,2807,2,Female,1976,College,5,Have religion,314,2
5630101,2010,6,Seoul,2484,2,Female,1976,College,5,Have religion,314,7
5630101,2011,7,Seoul,2536,2,Female,1976,College,5,Have religion,314,1
5630101,2012,8,Seoul,2987,2,Female,1976,College,5,Have religion,314,1
5630101,2013,9,Seoul,3019,2,Female,1976,College,5,Have religion, , 
5630101,2014,10,Seoul,3065,2,Female,1976,College,5,Have religion,530,1
5630101,2015,11,Seoul,3575,2,Female,1976,College,5,Have religion,510,1
5640101,2005,1,Seoul,3016,4,Male,1972,University degree,1,Do not have,441,9
5640101,2006,2,Seoul,4048,4,Male,1972,University degree,1,Do not have,441,10
5640101,2007,3,Seoul,8271,4,Male,1972,University degree,1,Do not have,441,10
5640101,2008,4,Seoul,6924,4,Male,1972,University degree,1,Do not have,411,10
5640101,2009,5,Seoul,6423,4,Male,1972,University degree,1,Do not have,411,10
5640101,2010,6,Seoul,4418,4,Male,1972,University degree,1,Do not have,411,10
5640101,2011,7,Seoul,6561,4,Male,1972,University degree,1,Have religion,411,10
5640101,2012,8,Seoul,7000,4,Male,1972,University degree,1,Have religion,411,10
5640101,2013,9,Seoul,5871,4,Male,1972,University degree,1,Do not have,411,10
5640101,2014,10,Seoul,6246,4,Male,1972,University degree,1,Have religion,411,10
5650101,2005,1,Seoul,909,2,Male,1956,Middle school,1,Have religion,941,1
5650101,2006,2,Seoul,1033,2,Male,1956,Middle school,1,Have religion,743,3
5650101,2007,3,Seoul,1074,2,Male,1956,High school,1,Have religion,743,1
5650101,2008,4,Jeolla & Jeju,732,2,Male,1956,High school,1,Have religion,611,1
5650101,2009,5,Jeolla & Jeju,1097,2,Female,1964,Middle school,1,Have religion,611,1
5650101,2010,6,Jeolla & Jeju,730,1,Female,1964,Middle school,1,Have religion,991,1
5650101,2011,7,Jeolla & Jeju,6452,2,Male,1952,High school,1,Have religion,611,1
5650101,2012,8,Jeolla & Jeju,7113,2,Male,1952,High school,1,Have religion,611,1
5650101,2013,9,Jeolla & Jeju,8956,2,Male,1952,High school,1,Do not have,611,1
5650101,2014,10,Jeolla & Jeju,11169,2,Male,1952,High school,1,Do not have,611,1
5650101,2015,11,Jeolla & Jeju,8017,2,Male,1952,High school,1,Do not have,611,1
5650101,2016,12,Jeolla & Jeju,6200,2,Male,1952,High school,1,Do not have,611,1
5650101,2017,13,Jeolla & Jeju,9460,2,Male,1952,High school,1,Do not have,611,1
5650101,2018,14,Jeolla & Jeju,13615,2,Male,1952,High school,1,Do not have,611,1
